fullyQualifiedClassName,baselineFlag,sonarFlag,jdeodorantFlag,wmc,tcc,atfd,cbo,loc,godClass,usedCboFallback,methodCount,fieldCount,dependencyTypeCount,reasons
org.jfree.chart.renderer.OutlierListCollection,true,false,false,,,,,,false,false,9,9,18,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.RendererState,true,false,false,,,,,,false,false,6,6,9,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.RendererUtils,true,false,false,,,,,,false,false,30,57,10,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.WaferMapRenderer,true,false,false,,,,,,false,false,29,51,32,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.are,true,false,false,,,,,,false,false,13,11,10,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.AreaRenderer,true,false,false,,,,,,false,false,22,59,36,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.BarRenderer,true,false,true,,,,,,false,false,132,184,103,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,true,false,true,,,,,,false,false,94,159,65,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.CategoryItemRendererState,true,false,false,,,,,,false,false,16,12,10,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.CategoryStepRenderer,true,false,false,,,,,,false,false,24,42,35,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.GanttRenderer,true,false,false,,,,,,false,false,50,88,50,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.IntervalBarRenderer,true,false,false,,,,,,false,false,18,34,31,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.LayeredBarRenderer,true,false,false,,,,,,false,false,46,99,36,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.LevelRenderer,true,false,false,,,,,,false,false,30,65,38,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.LineAndShapeRenderer,true,false,true,,,,,,false,false,78,80,45,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,true,false,true,,,,,,false,false,48,43,45,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.ScatterRenderer,true,false,true,,,,,,false,false,51,58,49,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.StackedAreaRenderer,true,false,false,,,,,,false,false,39,73,35,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.StackedBarRenderer,true,false,false,,,,,,false,false,39,57,43,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.StatisticalBarRenderer,true,false,false,,,,,,false,false,52,86,50,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,true,false,false,,,,,,false,false,31,48,42,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.WaterfallBarRenderer,true,false,false,,,,,,false,false,35,68,50,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.at,true,false,false,,,,,,false,false,0,0,18,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.that,true,false,false,,,,,,false,false,28,57,57,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.category.to,true,false,false,,,,,,false,false,0,0,24,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.for,true,false,false,,,,,,false,false,0,0,13,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.providing,true,false,false,,,,,,false,false,0,0,37,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.CandlestickRenderer,true,false,true,,,,,,false,false,81,107,65,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,true,false,false,,,,,,false,false,27,74,46,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.CyclicXYItemRenderer,true,false,false,,,,,,false,false,45,41,34,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.DeviationRenderer,true,false,false,,,,,,false,false,31,31,37,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.DeviationStepRenderer,true,false,false,,,,,,false,false,21,42,27,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.HighLowRenderer,true,false,true,,,,,,false,false,39,47,42,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.SamplingXYLineRenderer,true,false,false,,,,,,false,false,13,36,41,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.StackedXYBarRenderer,true,false,false,,,,,,false,false,37,59,42,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.StandardXYItemRenderer,false,false,true,,,,,,false,false,0,0,0,
org.jfree.chart.renderer.xy.VectorRenderer,true,false,false,,,,,,false,false,28,78,31,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.WindItemRenderer,true,false,false,,,,,,false,false,2,36,27,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYAreaRenderer2,true,false,false,,,,,,false,false,23,56,46,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYBarRenderer,true,false,true,,,,,,false,false,101,179,108,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYBezierRenderer,true,false,true,,,,,,false,false,55,79,57,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYBlockRenderer,true,false,true,,,,,,false,false,44,44,44,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer,true,false,false,,,,,,false,false,60,103,64,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYBubbleRenderer,true,false,false,,,,,,false,false,23,59,37,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYDifferenceRenderer,true,false,true,,,,,,false,false,70,258,64,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYDotRenderer,true,false,false,,,,,,false,false,26,36,37,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYErrorRenderer,true,false,true,,,,,,false,false,36,50,36,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYItemRenderer,true,false,false,,,,,,false,false,132,0,65,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYItemRendererState,true,false,true,,,,,,false,false,7,4,11,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer,true,false,true,,,,,,false,false,91,126,61,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYShapeRenderer,true,false,true,,,,,,false,false,47,49,55,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYSplineRenderer,true,false,true,,,,,,false,false,40,54,52,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.XYStepAreaRenderer,true,false,true,,,,,,false,false,57,69,55,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.YIntervalRenderer,true,false,false,,,,,,false,false,18,38,42,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.by,true,false,false,,,,,,false,false,0,0,20,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.can,true,false,false,,,,,,false,false,0,0,35,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.draws,true,false,false,,,,,,false,false,0,0,21,DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.instead,true,false,false,,,,,,false,false,47,60,72,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.renderer.xy.that,true,false,false,,,,,,false,false,28,57,59,DEPENDENCY_TYPES>5
org.jfree.chart.swing.ChartFrame,true,false,false,,,,,,false,false,6,1,11,DEPENDENCY_TYPES>5
org.jfree.chart.swing.ChartMouseEvent,true,false,false,,,,,,false,false,4,4,10,DEPENDENCY_TYPES>5
org.jfree.chart.swing.ChartPanel,true,false,true,,,,,,false,false,264,383,267,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.swing.CrosshairOverlay,true,false,true,,,,,,false,false,37,132,60,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.swing.DefaultSelectionZoomStrategy,true,false,false,,,,,,false,false,24,37,24,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.swing.NumberCellRenderer,true,false,false,,,,,,false,false,8,2,11,DEPENDENCY_TYPES>5
org.jfree.chart.swing.SelectionZoomStrategy,true,false,false,,,,,,false,false,15,0,17,DEPENDENCY_TYPES>5
org.jfree.chart.swing.UIUtils,true,false,false,,,,,,false,false,14,27,21,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.ChartEditorManager,true,false,false,,,,,,false,false,3,3,10,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.DefaultAxisEditor,true,false,true,,,,,,false,false,27,30,64,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.DefaultChartEditor,true,false,false,,,,,,false,false,11,24,47,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.DefaultChartEditorFactory,true,false,false,,,,,,false,false,2,0,6,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.DefaultLogAxisEditor,true,false,false,,,,,,false,false,11,9,19,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.DefaultNumberAxisEditor,true,false,false,,,,,,false,false,13,10,22,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.DefaultPlotEditor,true,false,true,,,,,,false,false,66,72,81,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.DefaultPolarPlotEditor,true,false,false,,,,,,false,false,16,16,28,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.DefaultTitleEditor,true,false,true,,,,,,false,false,17,24,47,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.DefaultValueAxisEditor,true,false,true,,,,,,false,false,35,32,59,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.FontChooserPanel,true,false,true,,,,,,false,false,13,21,28,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.FontDisplayField,true,false,false,,,,,,false,false,7,2,10,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.LCBLayout,true,false,false,,,,,,false,false,29,43,18,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.PaintSample,true,false,false,,,,,,false,false,5,10,15,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.StrokeSample,true,false,false,,,,,,false,false,10,15,21,DEPENDENCY_TYPES>5
org.jfree.chart.swing.editor.needs,true,false,false,,,,,,false,false,5,2,13,DEPENDENCY_TYPES>5
org.jfree.chart.swing.for,true,false,false,,,,,,false,false,11,0,9,DEPENDENCY_TYPES>5
org.jfree.chart.swing.has,true,false,false,,,,,,false,false,0,0,8,DEPENDENCY_TYPES>5
org.jfree.chart.swing.that,true,false,false,,,,,,false,false,0,0,11,DEPENDENCY_TYPES>5
org.jfree.chart.text.AttributedStringUtils,true,false,false,,,,,,false,false,8,17,7,DEPENDENCY_TYPES>5
org.jfree.chart.text.G2TextMeasurer,true,false,false,,,,,,false,false,1,5,8,DEPENDENCY_TYPES>5
org.jfree.chart.text.TextAnchor,true,false,false,,,,,,false,false,8,9,21,DEPENDENCY_TYPES>5
org.jfree.chart.text.TextBlock,true,false,false,,,,,,false,false,23,37,39,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.text.TextBlockAnchor,true,false,false,,,,,,false,false,0,0,12,DEPENDENCY_TYPES>5
org.jfree.chart.text.TextBox,true,false,false,,,,,,false,false,27,43,34,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.text.TextLine,true,false,false,,,,,,false,false,17,30,25,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.text.TextUtils,true,false,false,,,,,,false,false,48,140,44,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.text.are,true,false,false,,,,,,false,false,19,32,33,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.text.format.HMSNumberFormat,true,false,false,,,,,,false,false,4,8,15,DEPENDENCY_TYPES>5
org.jfree.chart.text.format.HexNumberFormat,true,false,false,,,,,,false,false,8,11,17,DEPENDENCY_TYPES>5
org.jfree.chart.text.format.LogFormat,true,false,false,,,,,,false,false,16,21,18,DEPENDENCY_TYPES>5
org.jfree.chart.text.format.RelativeDateFormat,true,false,false,,,,,,false,false,34,56,21,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.title.CompositeTitle,true,false,false,,,,,,false,false,13,13,33,DEPENDENCY_TYPES>5
org.jfree.chart.title.DateTitle,true,false,false,,,,,,false,false,3,1,30,DEPENDENCY_TYPES>5
org.jfree.chart.title.ShortTextTitle,true,false,false,,,,,,false,false,31,21,24,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.title.TextTitle,true,false,true,,,,,,false,false,94,101,82,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.title.Title,false,false,true,,,,,,false,false,0,0,0,
org.jfree.chart.title.fails,true,false,false,,,,,,false,false,29,53,39,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.title.for,true,false,false,,,,,,false,false,35,27,51,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.urls.CustomCategoryURLGenerator,true,false,false,,,,,,false,false,16,25,16,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.urls.CustomPieURLGenerator,true,false,false,,,,,,false,false,14,20,24,DEPENDENCY_TYPES>5
org.jfree.chart.urls.CustomXYURLGenerator,true,false,false,,,,,,false,false,16,26,17,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.urls.PieURLGenerator,true,false,false,,,,,,false,false,1,0,6,DEPENDENCY_TYPES>5
org.jfree.chart.urls.StandardCategoryURLGenerator,true,false,false,,,,,,false,false,6,21,23,DEPENDENCY_TYPES>5
org.jfree.chart.urls.StandardXYURLGenerator,true,false,false,,,,,,false,false,5,17,21,DEPENDENCY_TYPES>5
org.jfree.chart.urls.TimeSeriesURLGenerator,true,false,false,,,,,,false,false,11,20,21,DEPENDENCY_TYPES>5
org.jfree.chart.urls.are,true,false,false,,,,,,false,false,12,13,17,DEPENDENCY_TYPES>5
org.jfree.chart.used,true,false,false,,,,,,false,false,14,30,21,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.util.AttrStringUtils,true,false,false,,,,,,false,false,19,42,26,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.util.DefaultShadowGenerator,true,false,false,,,,,,false,false,26,49,19,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.chart.util.DirectionalGradientPaintTransformer,true,false,false,,,,,,false,false,4,22,6,DEPENDENCY_TYPES>5
org.jfree.chart.util.ExportUtils,true,false,false,,,,,,false,false,10,26,40,DEPENDENCY_TYPES>5
org.jfree.chart.util.GradientPaintTransformType,true,false,false,,,,,,false,false,0,0,7,DEPENDENCY_TYPES>5
org.jfree.chart.util.StringUtils,true,false,false,,,,,,false,false,4,2,8,DEPENDENCY_TYPES>5
org.jfree.chart.util.are,true,false,false,,,,,,false,false,11,14,22,DEPENDENCY_TYPES>5
org.jfree.chart.util.contains,true,false,false,,,,,,false,false,0,0,10,DEPENDENCY_TYPES>5
org.jfree.data.ComparableObjectItem,true,false,false,,,,,,false,false,7,13,15,DEPENDENCY_TYPES>5
org.jfree.data.ComparableObjectSeries,true,false,false,,,,,,false,false,50,40,39,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.DataUtils,true,false,false,,,,,,false,false,32,36,17,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.DefaultKeyedValues2D,true,false,false,,,,,,false,false,51,57,28,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.DomainOrder,true,false,false,,,,,,false,false,0,0,6,DEPENDENCY_TYPES>5
org.jfree.data.KeyedObject,true,false,false,,,,,,false,false,7,16,12,DEPENDENCY_TYPES>5
org.jfree.data.KeyedObjects,true,false,true,,,,,,false,false,31,36,27,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.KeyedObjects2D,true,false,false,,,,,,false,false,50,58,23,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.KeyedValues,true,false,false,,,,,,false,false,4,0,9,DEPENDENCY_TYPES>5
org.jfree.data.KeyedValuesItemKey,true,false,false,,,,,,false,false,6,11,9,DEPENDENCY_TYPES>5
org.jfree.data.Range,true,false,false,,,,,,false,false,43,33,18,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.RangeType,true,false,false,,,,,,false,false,0,0,6,DEPENDENCY_TYPES>5
org.jfree.data.are,true,false,false,,,,,,false,false,10,17,11,DEPENDENCY_TYPES>5
org.jfree.data.category.CategoryToPieDataset,true,false,false,,,,,,false,false,35,42,24,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.category.SlidingCategoryDataset,true,false,false,,,,,,false,false,34,24,25,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.category.hierarchy,true,false,false,,,,,,false,false,0,0,8,DEPENDENCY_TYPES>5
org.jfree.data.category.that,true,false,false,,,,,,false,false,0,0,10,DEPENDENCY_TYPES>5
org.jfree.data.flow.DefaultFlowDataset,true,false,false,,,,,,false,false,26,32,29,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.flow.FlowDataset,true,false,false,,,,,,false,false,8,0,10,DEPENDENCY_TYPES>5
org.jfree.data.flow.FlowDatasetUtils,true,false,false,,,,,,false,false,13,23,11,DEPENDENCY_TYPES>5
org.jfree.data.flow.FlowKey,true,false,false,,,,,,false,false,9,19,11,DEPENDENCY_TYPES>5
org.jfree.data.function.LineFunction2D,true,false,false,,,,,,false,false,7,11,7,DEPENDENCY_TYPES>5
org.jfree.data.function.NormalDistributionFunction2D,true,false,false,,,,,,false,false,9,14,12,DEPENDENCY_TYPES>5
org.jfree.data.function.PowerFunction2D,true,false,false,,,,,,false,false,7,11,8,DEPENDENCY_TYPES>5
org.jfree.data.function.are,true,false,false,,,,,,false,false,7,5,11,DEPENDENCY_TYPES>5
org.jfree.data.gantt.SlidingGanttCategoryDataset,true,false,false,,,,,,false,false,73,33,25,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.gantt.Task,true,false,true,,,,,,false,false,14,21,20,DEPENDENCY_TYPES>5
org.jfree.data.gantt.XYTaskDataset,true,false,false,,,,,,false,false,61,31,28,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.gantt.provides,true,false,false,,,,,,false,false,0,0,11,DEPENDENCY_TYPES>5
org.jfree.data.general.AbstractDataset,true,false,true,,,,,,false,false,13,7,34,DEPENDENCY_TYPES>5
org.jfree.data.general.AbstractSeriesDataset,true,false,false,,,,,,false,false,7,3,11,DEPENDENCY_TYPES>5
org.jfree.data.general.DatasetChangeEvent,true,false,false,,,,,,false,false,2,1,6,DEPENDENCY_TYPES>5
org.jfree.data.general.DatasetUtils,true,false,false,,,,,,false,false,285,472,63,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.general.DefaultHeatMapDataset,true,false,false,,,,,,false,false,33,24,21,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.general.DefaultKeyedValueDataset,true,false,false,,,,,,false,false,13,18,21,DEPENDENCY_TYPES>5
org.jfree.data.general.DefaultPieDataset,true,false,false,,,,,,false,false,27,17,31,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.general.HeatMapDataset,true,false,false,,,,,,false,false,10,0,7,DEPENDENCY_TYPES>5
org.jfree.data.general.WaferMapDataset,true,false,true,,,,,,false,false,25,18,15,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.general.for,true,false,false,,,,,,false,false,3,0,9,DEPENDENCY_TYPES>5
org.jfree.data.io.CSV,false,false,true,,,,,,false,false,0,0,0,
org.jfree.data.io.for,true,false,false,,,,,,false,false,0,0,6,DEPENDENCY_TYPES>5
org.jfree.data.json.impl.is,true,false,false,,,,,,false,false,14,13,19,DEPENDENCY_TYPES>5
org.jfree.data.json.that,true,false,false,,,,,,false,false,14,13,20,DEPENDENCY_TYPES>5
org.jfree.data.provides,true,false,false,,,,,,false,false,0,0,11,DEPENDENCY_TYPES>5
org.jfree.data.resources.DataPackageResources,true,false,false,,,,,,false,false,1,2,7,DEPENDENCY_TYPES>5
org.jfree.data.resources.DataPackageResources_de,true,false,false,,,,,,false,false,1,2,7,DEPENDENCY_TYPES>5
org.jfree.data.resources.DataPackageResources_es,true,false,false,,,,,,false,false,1,2,7,DEPENDENCY_TYPES>5
org.jfree.data.resources.DataPackageResources_fr,true,false,false,,,,,,false,false,1,2,6,DEPENDENCY_TYPES>5
org.jfree.data.resources.DataPackageResources_pl,true,false,false,,,,,,false,false,1,2,7,DEPENDENCY_TYPES>5
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,true,false,false,,,,,,false,false,43,62,33,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.statistics.DefaultMultiValueCategoryDataset,true,false,false,,,,,,false,false,34,38,25,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.statistics.HistogramBin,true,false,false,,,,,,false,false,11,16,10,DEPENDENCY_TYPES>5
org.jfree.data.statistics.HistogramDataset,true,false,true,,,,,,false,false,47,54,36,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.statistics.HistogramType,true,false,false,,,,,,false,false,0,0,6,DEPENDENCY_TYPES>5
org.jfree.data.statistics.MeanAndStandardDeviation,true,false,false,,,,,,false,false,10,19,11,DEPENDENCY_TYPES>5
org.jfree.data.statistics.SimpleHistogramBin,true,false,false,,,,,,false,false,29,29,15,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.statistics.SimpleHistogramDataset,true,false,false,,,,,,false,false,47,26,32,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.statistics.are,true,false,false,,,,,,false,false,16,35,12,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.statistics.for,true,false,false,,,,,,false,false,23,90,18,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.statistics.that,true,false,false,,,,,,false,false,11,66,9,DEPENDENCY_TYPES>5
org.jfree.data.time.Day,true,false,false,,,,,,false,false,33,36,52,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.time.TimePeriodAnchor,true,false,false,,,,,,false,false,0,0,6,DEPENDENCY_TYPES>5
org.jfree.data.time.TimePeriodValue,true,false,false,,,,,,false,false,10,16,16,DEPENDENCY_TYPES>5
org.jfree.data.time.TimePeriodValues,true,false,false,,,,,,false,false,44,48,27,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.time.TimeSeries,true,false,false,,,,,,false,false,154,130,71,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.time.TimeSeriesTableModel,true,false,false,,,,,,false,false,23,12,21,DEPENDENCY_TYPES>5
org.jfree.data.time.are,true,false,false,,,,,,false,false,12,4,15,DEPENDENCY_TYPES>5
org.jfree.data.time.for,true,false,false,,,,,,false,false,28,47,22,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.time.implements,true,false,false,,,,,,false,false,0,0,10,DEPENDENCY_TYPES>5
org.jfree.data.time.is,true,false,false,,,,,,false,false,109,68,73,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.time.ohlc.OHLC,true,false,false,,,,,,false,false,11,18,7,DEPENDENCY_TYPES>5
org.jfree.data.time.ohlc.OHLCItem,true,false,false,,,,,,false,false,11,4,7,DEPENDENCY_TYPES>5
org.jfree.data.time.ohlc.OHLCSeries,true,false,false,,,,,,false,false,7,2,14,DEPENDENCY_TYPES>5
org.jfree.data.time.ohlc.OHLCSeriesCollection,true,false,false,,,,,,false,false,46,35,32,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.jfree.data.time.representing,true,false,false,,,,,,false,false,8,9,35,DEPENDENCY_TYPES>5
org.jfree.data.time.requires,true,false,false,,,,,,false,false,0,0,14,DEPENDENCY_TYPES>5
org.jfree.data.time.so,true,false,false,,,,,,false,false,11,16,17,DEPENDENCY_TYPES>5
org.jfree.data.where,true,false,false,,,,,,false,false,7,0,6,DEPENDENCY_TYPES>5
org.jfree.data.xml.CategoryDatasetHandler,true,false,false,,,,,,false,false,6,4,15,DEPENDENCY_TYPES>5
org.jfree.data.xml.CategorySeriesHandler,true,false,false,,,,,,false,false,6,7,18,DEPENDENCY_TYPES>5
org.jfree.data.xml.DatasetTags,true,false,false,,,,,,false,false,0,6,13,DEPENDENCY_TYPES>5
org.jfree.data.xml.ItemHandler,true,false,false,,,,,,false,false,9,8,19,DEPENDENCY_TYPES>5
org.jfree.data.xml.KeyHandler,true,false,false,,,,,,false,false,7,3,19,DEPENDENCY_TYPES>5
org.jfree.data.xml.PieDatasetHandler,true,false,false,,,,,,false,false,5,4,15,DEPENDENCY_TYPES>5
org.jfree.data.xml.RootHandler,true,false,false,,,,,,false,false,7,6,10,DEPENDENCY_TYPES>5
org.jfree.data.xml.ValueHandler,true,false,false,,,,,,false,false,8,7,19,DEPENDENCY_TYPES>5
org.jfree.data.xml.for,true,false,false,,,,,,false,false,11,11,25,DEPENDENCY_TYPES>5
org.jfree.data.xy.DefaultHighLowDataset,true,false,false,,,,,,false,false,26,40,16,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
