fullyQualifiedClassName,baselineFlag,sonarFlag,jdeodorantFlag,wmc,tcc,atfd,cbo,loc,godClass,usedCboFallback,methodCount,fieldCount,dependencyTypeCount,reasons
org.apache.commons.lang3.text.translate.OctalUnescaper,true,false,false,,,,,,false,false,1,5,8,DEPENDENCY_TYPES>5
org.apache.commons.lang3.text.translate.UnicodeEscaper,true,false,false,,,,,,false,false,11,6,12,DEPENDENCY_TYPES>5
org.apache.commons.lang3.text.translate.UnicodeUnescaper,true,false,false,,,,,,false,false,1,3,10,DEPENDENCY_TYPES>5
org.apache.commons.lang3.text.translate.UnicodeUnpairedSurrogateRemover,true,false,false,,,,,,false,false,0,0,10,DEPENDENCY_TYPES>5
org.apache.commons.lang3.throws,true,false,false,,,,,,false,false,0,0,10,DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.AbstractFormatCache,true,false,false,,,,,,false,false,17,20,35,DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.CalendarUtils,true,false,true,,,,,,false,false,23,7,27,DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.DateFormatUtils,true,false,false,,,,,,false,false,23,18,39,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.DateUtils,true,false,false,,,,,,false,false,141,90,127,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.DurationFormatUtils,true,false,false,,,,,,false,false,69,149,90,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.DurationUtils,true,false,false,,,,,,false,false,14,3,60,DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.FastDateParser,false,false,true,,,,,,false,false,0,0,0,
org.apache.commons.lang3.time.FastTimeZone,true,false,false,,,,,,false,false,7,11,14,DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.GmtTimeZone,true,false,false,,,,,,false,false,16,18,13,DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.StopWatch,false,false,true,,,,,,false,false,0,0,0,
org.apache.commons.lang3.time.TimeZones,true,false,false,,,,,,false,false,3,4,26,DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.can,true,false,false,,,,,,false,false,0,0,11,DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.for,true,false,false,,,,,,false,false,0,0,7,DEPENDENCY_TYPES>5
org.apache.commons.lang3.time.is,true,false,false,,,,,,false,false,100,45,68,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.apache.commons.lang3.tries,true,false,false,,,,,,false,false,0,0,21,DEPENDENCY_TYPES>5
org.apache.commons.lang3.tuple.ImmutablePair,true,false,false,,,,,,false,false,13,8,21,DEPENDENCY_TYPES>5
org.apache.commons.lang3.tuple.ImmutableTriple,true,false,false,,,,,,false,false,7,10,17,DEPENDENCY_TYPES>5
org.apache.commons.lang3.tuple.MutablePair,true,false,false,,,,,,false,false,12,14,17,DEPENDENCY_TYPES>5
org.apache.commons.lang3.tuple.MutableTriple,true,false,false,,,,,,false,false,9,8,15,DEPENDENCY_TYPES>5
org.apache.commons.lang3.tuple.is,true,false,false,,,,,,false,false,14,5,7,DEPENDENCY_TYPES>5
org.apache.commons.lang3.uses,true,false,false,,,,,,false,false,0,0,7,DEPENDENCY_TYPES>5
org.apache.commons.lang3.util.FluentBitSet,true,false,false,,,,,,false,false,45,27,27,METHODS_PLUS_FIELDS>40;DEPENDENCY_TYPES>5
org.apache.commons.lang3.util.IterableStringTokenizer,true,false,false,,,,,,false,false,11,2,14,DEPENDENCY_TYPES>5
org.apache.commons.lang3.was,true,false,false,,,,,,false,false,13,2,8,DEPENDENCY_TYPES>5
org.apache.commons.lang3.will,true,false,false,,,,,,false,false,3,8,32,DEPENDENCY_TYPES>5
